cloneId	symbol	pDNA.p0.10025	pDNA.p0.10025_10056	pDNA.p0.110625	pDNA.p0.110709	pDNA.p0.110709_10056	pDNA.p0.54_10051	HPAFII_PANCREAS.p5.A	HPAFII_PANCREAS.p5.B	HPAFII_PANCREAS.p5.C	HPAFII_PANCREAS.p5.D
TRCN0000056996	DEFB1	15	14	23	14	14	16	12	15	17	9
TRCN0000057091	CADM3	6	5	4	7	6	7	10	6	5	10
TRCN0000057234	HLA-DRB4	23	23	19	24	23	28	46	72	49	49
TRCN0000057262	HLA-DQA1	23	27	22	27	25	28	63	49	317	42
TRCN0000057271	HLA-DOA	13	14	10	14	12	14	9	9	27	15
TRCN0000057387	LMAN1L	15	15	17	17	16	18	14	13	16	12
TRCN0000057453	FCER1G	12	13	6	12	10	15	4	2	2	7
TRCN0000057482	CD163	40	42	33	48	47	48	8	6	6	7
TRCN0000057507	CD99	38	40	34	43	42	40	27	50	37	19
TRCN0000057638	CD1D	28	29	22	30	28	32	61	69	25	79
TRCN0000057647	CD151	23	23	24	22	21	25	1	1	1	2
TRCN0000057656	CD5	14	16	21	16	16	18	7	20	11	11
TRCN0000057696	CD69	24	23	24	27	28	29	29	42	21	14
TRCN0000057723	ITGA10	22	20	21	18	19	23	20	24	13	26
TRCN0000057749	ITGA1	23	23	25	26	26	25	31	42	26	115
TRCN0000057807	CEACAM3	25	24	29	29	27	31	198	44	61	52
TRCN0000057869	CCL23	14	15	18	14	13	12	9	40	30	18
TRCN0000057949	CCL8	29	29	31	32	29	33	2	3	1	2
TRCN0000057973	CCL28	24	24	24	27	27	34	172	23	23	24
TRCN0000057998	CCL22	16	14	10	13	15	18	18	10	42	8
TRCN0000058131	SEMA3C	26	28	32	27	25	28	41	55	23	24
TRCN0000058172	IL21R	11	10	15	10	12	13	26	35	18	14
TRCN0000058188	IL17RE	13	12	13	12	11	14	1	4	4	3
TRCN0000058269	BMP5	13	11	12	5	14	17	3	3	1	3
TRCN0000058384	IL1B	6	6	5	5	7	7	1	1	1	1
TRCN0000058845	GHR	12	14	13	13	13	12	12	10	12	4
TRCN0000058866	NRG2	11	10	12	10	10	11	4	3	3	2
TRCN0000058893	LEFTY2	5	5	6	4	5	5	2	2	3	2
TRCN0000059105	IL2	6	5	5	4	5	6	1	3	3	1
TRCN0000059126	IL20RA	16	16	11	15	16	18	49	27	18	22
TRCN0000059193	MPL	16	13	29	23	18	20	37	9	36	38
TRCN0000059222	CSF2RB	43	45	48	47	46	46	2	4	2	1
TRCN0000059286	MB	28	28	30	29	27	33	29	9	20	6
TRCN0000059321	LCN10	13	13	8	6	14	15	4	6	3	10
TRCN0000059347	MIP	23	21	36	27	27	28	18	47	17	8
TRCN0000059373	ABCA4	9	4	21	22	4	18	16	44	40	10
TRCN0000059398	AFM	36	25	29	14	27	54	14	11	15	14
TRCN0000059417	MOBKL3	22	23	19	25	24	22	57	27	29	37
TRCN0000059481	PITPNC1	21	21	33	21	21	21	24	34	66	34
TRCN0000059723	FABP6	6	7	10	8	7	7	18	14	21	45
TRCN0000059767	YKT6	33	35	25	33	31	38	4	2	1	2
TRCN0000059841	GJA8	15	16	17	17	15	17	42	21	38	105
TRCN0000059946	TRAPPC8	20	21	27	23	23	26	1	1	1	2
TRCN0000060002	RBP2	23	24	24	5	25	25	4	18	19	14
TRCN0000060018	HFE	33	33	52	34	32	41	14	22	17	19
TRCN0000060324	NXF3	7	7	11	6	6	8	18	6	8	30
TRCN0000060377	LEPROTL1	22	23	20	20	21	24	2	9	4	4
TRCN0000060448	LILRP2	14	13	13	10	13	16	3	10	12	1
TRCN0000060483	PAQR9	13	14	14	15	13	14	5	2	2	1
TRCN0000060540	ERAP1	5	7	5	7	6	7	1	3	1	3
TRCN0000060565	CD300LF	27	30	26	32	30	31	2	8	1	6
TRCN0000060760	FEM1A	21	23	18	20	20	22	30	59	93	41
TRCN0000061557	HMMR	26	25	23	28	28	32	10	12	12	8
TRCN0000061493	OR10A5	13	12	18	11	12	14	78	47	22	43
TRCN0000061406	OR1N2	26	25	13	21	24	29	18	28	21	32
TRCN0000061384	GRB7	16	15	24	17	16	19	2	5	1	1
TRCN0000061361	AZGP1	24	27	32	30	28	31	17	39	20	19
TRCN0000061337	MICB	23	21	19	23	22	22	30	75	21	105
TRCN0000061298	PGRMC2	40	42	36	43	42	46	2	4	2	2
TRCN0000061260	CHRNB3	24	27	19	22	23	29	483	193	173	344
TRCN0000061105	CHRNA4	14	8	21	15	8	14	2	2	4	6
TRCN0000060988	CHRNA1	30	30	31	26	27	27	16	21	10	4
TRCN0000060970	OR2D2	26	27	21	29	29	32	63	48	29	39
TRCN0000060843	PAQR6	29	30	24	26	24	28	71	63	60	103
TRCN0000061791	CSE1L	14	14	8	11	13	15	34	18	10	26
TRCN0000061866	KIAA0195	10	12	15	15	14	17	4	7	2	2
TRCN0000061970	NOLC1	22	21	22	21	19	22	35	29	26	43
TRCN0000062188	IMP4	7	8	12	9	8	9	2	19	2	25
TRCN0000062360	REG1A	10	11	15	12	11	12	4	3	1	8
TRCN0000062407	IGFBP6	14	14	16	17	14	18	11	3	26	26
TRCN0000062420	DDIT4	20	22	29	22	21	22	7	6	4	4
TRCN0000062445	FAM193B	10	10	11	12	10	11	3	1	1	1
TRCN0000062596	SIGLEC8	19	19	24	19	21	23	7	12	10	7
TRCN0000062631	CLEC1A	18	22	17	18	18	20	1	2	1	2
TRCN0000062722	CCDC76	12	11	9	10	12	11	1	5	8	2
TRCN0000062738	FAM105A	31	30	12	7	24	31	32	30	30	25
TRCN0000062757	PNKD	18	19	11	19	17	18	3	1	6	2
TRCN0000062782	TDRD4	23	22	22	22	19	23	54	17	107	43
TRCN0000062982	CD300C	10	10	10	11	11	12	4	8	24	12
TRCN0000062996	FCRL1	46	48	65	51	49	48	57	51	27	29
TRCN0000063006	SRPR	30	30	46	33	30	32	54	76	99	68
TRCN0000063048	NCOA7	19	17	15	16	15	20	23	26	14	33
TRCN0000063085	MECR	13	14	12	14	13	14	8	15	26	75
TRCN0000063146	CNTNAP1	14	13	19	17	14	14	13	11	6	10
TRCN0000063249	KDELR1	24	25	26	27	25	25	4	1	7	3
TRCN0000063349	HYAL1	16	17	19	14	14	17	2	5	2	5
TRCN0000063357	TAS2R50	35	34	26	35	34	39	21	18	20	407
TRCN0000063470	LMBR1L	20	21	20	20	21	23	4	3	21	5
TRCN0000063548	GRIN2C	31	34	29	35	33	37	17	12	19	23
TRCN0000063598	REEP2	14	16	16	15	16	16	3	17	12	8
TRCN0000063661	OR52B6	22	21	24	21	19	23	22	21	62	32
TRCN0000063668	MS4A10	13	12	15	14	14	13	1	3	1	2
TRCN0000063693	TOLLIP	31	30	39	30	33	40	4	24	8	11
TRCN0000063808	CYP46A1	21	21	23	20	21	23	3	2	4	1
TRCN0000063841	SDCBP2	21	22	38	27	25	24	34	27	34	68
TRCN0000063928	LRCH4	15	16	17	18	17	18	3	14	1	6
TRCN0000063951	DAB1	30	31	26	32	32	35	33	40	65	62
TRCN0000063959	DBN1	19	17	12	18	17	21	2	1	1	6
TRCN0000063975	ITM2B	27	25	15	23	20	28	31	56	34	47
TRCN0000064000	MOBP	11	9	7	3	12	17	1	1	1	1
TRCN0000064034	LOC257054	12	10	15	11	11	15	163	105	55	89
TRCN0000064041	TMX4	27	26	33	26	26	25	7	9	9	12
TRCN0000064238	NXN	23	23	34	25	26	23	5	6	13	29
TRCN0000064244	CYP4B1	19	18	20	19	19	22	180	180	78	123
TRCN0000064263	CYP8B1	14	15	14	17	16	19	3	18	1	6
TRCN0000064278	TXN	65	59	55	70	62	79	3	1	5	1
TRCN0000064333	FOXRED2	23	23	20	22	22	25	27	27	18	38
TRCN0000064374	CYP51A1	46	47	60	47	47	52	12	5	6	6
TRCN0000064399	CYP4F2	25	25	25	30	26	35	47	61	78	70
TRCN0000064541	CYP7B1	10	10	12	12	10	11	4	9	4	9
TRCN0000064618	CYP1A1	11	12	14	13	14	14	31	24	17	30
TRCN0000064686	DEGS2	27	27	74	35	32	34	22	26	38	35
TRCN0000064702	DHRS13	12	10	14	16	13	16	57	26	7	20
TRCN0000064739	ME2	28	31	24	27	28	30	29	67	39	45
TRCN0000064748	ALKBH3	23	24	29	26	27	26	1	17	4	5
TRCN0000064793	LEPREL1	23	25	19	24	22	25	28	14	31	46
TRCN0000064817	LEPREL2	14	16	12	13	12	14	9	1	9	2
TRCN0000064841	PRDX3	31	30	33	35	34	38	2	2	3	2
TRCN0000064888	DHRS11	33	37	43	43	39	42	14	49	14	27
TRCN0000064977	STX19	34	37	30	39	37	41	2	1	4	4
TRCN0000065027	STX4	24	24	33	24	25	28	14	30	21	13
TRCN0000065036	STXBP2	15	14	18	14	13	15	15	12	11	22
TRCN0000065058	AP3B1	16	16	19	14	16	19	6	9	8	2
TRCN0000065170	SEC24D	17	16	17	18	20	21	11	24	8	18
TRCN0000065212	AP1S1	28	28	46	31	30	32	85	45	64	115
TRCN0000065294	ARL9	46	47	53	48	47	46	86	91	57	43
TRCN0000072196	NegControl	6	6	10	6	6	5	158	4	3	2
TRCN0000072211	NegControl	15	11	12	14	11	17	5	7	1	10
TRCN0000072217	NegControl	13	14	19	15	14	17	2	1	1	1
TRCN0000072233	NegControl	13	10	18	14	11	15	14	10	3	8
TRCN0000072278	PNN	28	29	31	31	32	38	1	5	2	14
TRCN0000072478	NUP107	37	36	22	37	30	37	7	35	10	7
TRCN0000072513	IFRD2	20	18	21	16	18	22	25	31	16	9
TRCN0000072617	MRPS28	15	17	11	18	16	20	3	2	1	11
TRCN0000072642	MRPL37	13	12	24	14	13	16	36	25	15	23
TRCN0000072687	CEP78	19	19	15	9	19	26	4	3	2	13
TRCN0000072722	C3orf26	42	41	40	46	42	33	65	49	78	37
TRCN0000072912	RAB33B	17	18	18	15	16	19	4	1	5	1
TRCN0000073042	ZCCHC2	12	7	22	17	6	15	7	1	1	6
TRCN0000073150	UBASH3B	12	12	6	11	11	13	61	113	37	194
TRCN0000073176	MARCH3	34	38	27	36	31	37	64	98	60	50
TRCN0000073217	MARCH10	15	16	19	14	14	16	4	5	7	5
TRCN0000073359	LPXN	13	10	14	13	10	15	1	1	1	1
TRCN0000073447	CHL1	22	21	34	21	23	26	4	2	2	4
TRCN0000073504	SPINK6	28	28	32	31	29	30	1	1	1	1
TRCN0000073530	SPINK7	25	25	22	25	25	27	18	19	28	15
TRCN0000073598	WFDC8	21	22	11	21	18	22	78	55	113	68
TRCN0000073805	ATG4C	13	12	9	12	11	13	6	10	7	8
TRCN0000073830	ESPL1	18	13	10	8	13	23	2	5	5	5
TRCN0000073855	AQPEP	18	19	19	9	20	25	123	37	42	46
TRCN0000073985	EIF3F	8	10	8	9	10	9	1	1	1	1
TRCN0000074003	TMPRSS11D	11	13	16	11	12	13	11	31	11	6
TRCN0000074007	TMPRSS11D	21	22	21	23	21	20	14	27	43	26
TRCN0000074015	PRSS33	17	17	26	22	20	21	9	12	31	29
TRCN0000074105	GJA10	14	14	15	14	13	15	19	5	10	3
TRCN0000074511	HNRNPA3	11	11	10	11	10	10	2	5	2	2
TRCN0000074528	RBM7	38	39	31	40	37	44	57	59	58	43
TRCN0000074601	NOVA2	33	37	31	40	37	40	68	50	79	94
TRCN0000074682	LSM2	13	15	10	17	17	17	1	1	2	1
TRCN0000074695	DDX6	32	33	36	30	30	36	18	26	17	11
TRCN0000074712	RPS3A	36	37	24	36	37	43	1	2	1	1
TRCN0000074768	PRPF4	25	27	30	29	29	26	32	53	64	42
TRCN0000074934	RBMS1	27	28	19	27	26	31	59	73	75	125
TRCN0000074965	SYF2	25	27	23	28	27	28	27	35	42	8
TRCN0000075020	CDC5L	18	17	13	18	16	20	11	2	5	4
TRCN0000075053	SAFB2	21	22	18	24	24	25	14	5	16	15
TRCN0000075254	PREPL	22	22	14	18	18	26	45	51	39	43
TRCN0000078596	VPS29	28	26	20	18	27	33	17	27	27	53
TRCN0000078573	LGALS13	29	26	31	32	30	40	6	6	3	5
TRCN0000078408	MTHFD2L	18	20	16	18	17	19	5	12	7	3
TRCN0000078368	ADCY10	37	38	25	38	36	47	2	1	15	3
TRCN0000078323	ADCY1	24	11	36	36	12	33	12	10	16	30
TRCN0000078206	PNPLA1	8	10	8	11	11	10	2	9	3	4
TRCN0000078173	MOXD1	12	12	10	9	11	11	30	41	28	12
TRCN0000078150	ALOX5AP	15	14	21	15	16	18	2	8	2	3
TRCN0000078133	LOXHD1	11	6	15	11	5	16	3	5	5	7
TRCN0000078125	PAM	27	28	36	27	25	28	49	92	184	76
TRCN0000078035	SST	22	22	31	27	26	28	4	1	5	3
TRCN0000084018	ADD1	42	42	37	45	44	57	125	99	86	96
TRCN0000083569	SMARCAL1	12	12	24	15	14	16	13	18	22	12
TRCN0000083452	FGA	16	16	8	15	15	18	16	29	54	24
TRCN0000083392	LAMC2	22	20	26	24	20	23	2	3	2	2
TRCN0000083213	WNT4	15	17	8	15	14	16	2	1	1	1
TRCN0000083184	HPS6	13	13	12	17	15	15	24	10	1	5
TRCN0000083155	DIRC2	40	40	33	42	37	41	9	17	12	12
TRCN0000083128	CDSN	34	35	26	38	34	41	69	57	49	26
TRCN0000083072	COL11A2	4	5	3	5	5	6	1	1	1	1
TRCN0000083025	BTD	20	19	21	21	22	25	20	7	11	8
TRCN0000083015	HP	28	31	22	27	26	32	1	3	5	1
TRCN0000082980	HPS4	22	21	16	20	19	24	33	26	26	43
TRCN0000082883	TOR1A	44	48	41	47	45	47	224	348	259	169
TRCN0000082865	OFD1	17	17	16	18	18	20	3	26	6	3
TRCN0000082818	PEX5	18	20	23	19	21	19	39	27	27	42
TRCN0000082668	CCDC155	47	46	58	47	45	50	19	11	17	18
TRCN0000082457	LOC390877	20	20	26	22	22	20	12	22	15	30
TRCN0000082429	LOC441655	18	20	10	21	19	22	8	6	7	11
TRCN0000082352	DKFZp686K16132	11	12	15	11	11	12	3	5	1	7
TRCN0000106750	HIST1H2AD	10	9	14	10	10	11	6	41	27	26
TRCN0000106767	HIST1H2BJ	17	19	18	19	18	21	7	4	8	11
TRCN0000106914	HIST3H2A	8	8	9	8	7	6	8	10	1	6
TRCN0000106945	HIST1H4G	10	12	8	14	13	15	2	4	4	1
TRCN0000106952	HIST1H2AB	13	13	16	15	15	16	78	27	16	10
TRCN0000106993	HIST1H4E	11	11	18	10	10	11	9	34	38	76
TRCN0000107134	NOV	14	14	15	13	13	14	2	3	7	2
TRCN0000107171	GADD45G	12	11	21	13	12	14	17	14	12	11
TRCN0000107177	GRAP2	10	11	11	10	9	11	32	33	13	23
TRCN0000107359	ZIC5	9	9	11	10	8	11	1	2	12	9
TRCN0000107418	CHD6	13	13	11	14	12	14	16	6	19	26
TRCN0000107443	SAP30L	10	11	10	14	13	13	13	1	13	18
TRCN0000107609	ZNF473	12	13	12	13	11	12	1	3	1	2
TRCN0000107682	MTF2	15	16	13	15	15	14	2	5	2	4
TRCN0000107697	ZFP62	9	10	12	11	9	12	16	13	5	9
TRCN0000107731	SERTAD3	5	5	3	5	4	5	1	3	5	4
TRCN0000107821	ZNF48	7	8	9	7	8	9	2	2	7	8
TRCN0000107866	CIR1	9	5	12	13	5	10	1	3	1	1
TRCN0000108018	ZNF432	7	8	7	7	7	9	1	1	4	1
TRCN0000108036	ZNF304	15	14	7	3	15	17	23	14	19	6
TRCN0000108088	CHD9	18	17	19	21	21	20	6	2	4	2
TRCN0000108097	ISX	10	11	13	10	9	10	1	1	1	1
TRCN0000108215	SP5	6	6	7	8	7	8	6	4	1	4
TRCN0000108220	ZNF582	10	9	14	10	10	11	2	9	6	2
TRCN0000108239	MAP2	8	7	4	6	7	7	21	32	14	18
TRCN0000108264	TUBB2B	13	12	17	13	13	15	5	2	13	2
TRCN0000108268	KRT39	7	9	7	9	8	11	3	14	18	6
TRCN0000113874	KIF5B	10	10	11	13	12	11	16	42	40	109
TRCN0000113867	LMOD1	9	8	8	8	8	9	14	6	7	4
TRCN0000113809	MGC16703	16	17	17	13	17	16	5	8	4	14
TRCN0000113788	DUSP28	20	19	23	21	18	22	3	3	3	2
TRCN0000115722	SSX9	13	16	26	15	15	16	2	1	4	4
TRCN0000115881	LIN52	15	16	22	17	17	16	1	1	1	1
TRCN0000115926	TMEM33	18	19	18	20	20	22	23	6	16	1
TRCN0000116006	ZADH2	12	9	7	10	9	14	5	6	9	8
TRCN0000116014	DIP2A	11	11	11	11	11	14	13	41	17	58
TRCN0000116075	C1orf74	10	10	9	10	10	11	18	7	23	4
TRCN0000116139	CLDN8	4	4	3	4	4	5	1	1	1	1
TRCN0000116307	ACTR1B	9	10	11	10	11	10	2	9	20	11
TRCN0000116333	ANK3	10	9	8	7	11	12	3	2	5	1
TRCN0000116570	PLP2	14	12	10	15	13	19	5	2	2	4
TRCN0000116590	KIF1C	5	4	3	5	4	5	2	3	4	1
TRCN0000002372	PLK4	12	12	16	14	13	12	4	23	19	14
TRCN0000036180	AWAT2	8	6	6	5	6	11	1	2	1	6
TRCN0000038705	ELAVL4	14	15	16	15	14	15	20	38	28	30
TRCN0000044811	SLC13A1	11	12	12	11	10	13	11	4	6	7
TRCN0000050166	AHCYL2	19	19	24	18	19	20	27	81	37	39
TRCN0000057554	CD164	30	28	5	3	32	37	116	59	47	71
TRCN0000059550	SEC22C	28	28	26	34	31	30	10	17	16	9
TRCN0000064019	CYP3A7	23	23	16	25	23	26	61	42	63	38
TRCN0000073853	AQPEP	15	14	18	17	16	16	4	4	7	4
TRCN0000078605	HIBCH	25	24	20	21	24	27	38	32	37	29
TRCN0000107163	PNMA1	15	14	22	15	16	17	64	27	17	39
TRCN0000077856	RASSF1	9	9	7	9	9	9	6	4	5	18
TRCN0000073817	ZRANB1	10	11	9	10	10	13	13	27	7	20
TRCN0000073059	RNF17	30	33	31	31	30	27	20	17	33	8
TRCN0000062813	ESM1	19	13	25	22	16	26	3	10	9	13
TRCN0000060180	XK	18	18	27	23	19	20	30	109	106	33
TRCN0000059377	ABCA4	16	16	13	14	16	18	2	2	2	4
TRCN0000049778	RNASE2	11	8	7	9	10	17	4	6	14	4
TRCN0000045482	LSS	12	11	15	15	11	14	31	44	19	42
TRCN0000045969	TPO	12	10	10	14	12	14	29	9	7	6
TRCN0000035869	LOC285544	13	14	11	15	14	15	145	198	306	166
TRCN0000029623	FCAR	18	18	22	18	17	19	8	5	7	15
TRCN0000020770	ZNF334	18	18	21	20	20	22	10	14	13	6
TRCN0000014441	GPR144	38	42	20	8	38	43	36	22	23	12
TRCN0000011597	GABBR2	18	17	18	20	20	21	2	2	6	16
TRCN0000006825	GZMK	14	13	14	12	13	13	8	12	9	20
TRCN0000002093	STK35	21	22	29	23	22	21	6	2	3	8
TRCN0000045474	NOS3	13	12	12	15	13	15	1	1	1	1
TRCN0000044180	SLC25A21	34	37	41	34	34	40	29	56	68	64
TRCN0000053220	PAPOLG	9	9	9	8	9	12	2	10	4	1
TRCN0000039667	CDH1	14	17	12	14	14	17	3	7	10	2
TRCN0000049442	LOC128192	12	12	14	11	12	14	3	3	10	8
TRCN0000063669	MS4A10	24	26	25	31	30	33	59	45	19	47
TRCN0000073005	RANBP3	13	4	25	25	5	22	5	19	15	7
TRCN0000073557	VWCE	11	6	16	13	6	13	3	9	14	11
TRCN0000049910	CTDSP1	23	29	30	28	26	26	31	18	42	19
TRCN0000106793	HIST1H3B	12	12	9	13	13	13	6	3	8	9
TRCN0000107524	BHLHE23	4	3	6	6	4	5	1	4	6	4
TRCN0000063351	HYAL1	19	17	20	19	18	23	16	8	4	6
TRCN0000046969	ECE2	11	11	11	12	12	14	1	3	2	4
TRCN0000059156	IL17RA	16	16	14	16	16	18	2	6	2	6
TRCN0000033490	BCL2L12	14	14	17	15	13	16	1	1	4	2
TRCN0000046557	LOC342659	7	7	11	7	7	8	4	6	8	5
TRCN0000064566	CYB5A	19	20	21	17	16	15	16	1	3	1
TRCN0000055896	FBN1	18	22	13	18	19	23	42	50	35	18
TRCN0000040226	STAR	8	9	10	9	9	10	47	13	34	15
TRCN0000046256	PAOX	11	10	16	10	11	11	1	1	4	3
TRCN0000047773	RAB33A	12	12	15	9	11	12	5	8	8	17
TRCN0000062037	EIF3G	13	12	18	13	12	13	22	9	7	90
TRCN0000059408	CRABP1	18	19	18	18	18	16	15	10	35	39
TRCN0000082782	DUSP8	25	25	17	22	22	28	19	26	24	24
TRCN0000034802	UST	5	6	3	5	6	6	2	7	5	3
TRCN0000049639	MAN1C1	37	40	45	42	40	43	164	289	80	52
TRCN0000057863	CCL11	30	30	44	32	32	31	1	1	1	7
TRCN0000055532	PCDHAC2	16	14	23	16	13	14	16	2	6	12
TRCN0000073829	ESPL1	22	23	23	20	19	24	14	13	12	16
TRCN0000033362	WISP3	20	21	26	22	21	22	2	7	6	2
TRCN0000072486	DLEU2	23	20	19	20	18	23	5	14	4	3
TRCN0000082515	LOC392265	13	14	7	11	11	11	33	11	12	52
TRCN0000060761	FEM1A	21	22	27	25	23	24	58	40	105	69
TRCN0000049940	ISG20	8	9	12	9	9	10	1	1	1	1
TRCN0000107508	YBX2	4	5	5	5	5	5	6	10	49	53
TRCN0000108045	ZNF541	15	15	21	16	16	20	11	6	3	8
TRCN0000078588	NUDT10	27	28	16	27	29	34	45	9	19	17
TRCN0000037401	RIOK1	14	16	17	19	17	18	12	13	20	58
TRCN0000063707	RIMS3	8	9	10	9	9	9	2	2	3	1
TRCN0000059756	ERO1L	7	8	6	9	8	8	31	8	67	18
TRCN0000056547	LETM1	9	10	7	10	10	11	6	22	27	15
TRCN0000049033	BPGM	28	18	44	33	22	37	21	48	30	32
TRCN0000048233	FGD4	12	13	13	13	14	15	6	9	5	11
TRCN0000045038	TRPV4	8	8	8	9	8	8	11	2	2	11
TRCN0000035455	GALNT3	27	28	22	26	28	32	7	10	15	2
TRCN0000035783	MGAT3	8	7	6	9	9	10	19	6	12	6
TRCN0000037930	XYLB	16	17	23	19	19	20	20	26	11	4
TRCN0000038619	FXYD1	8	7	7	8	8	9	1	2	1	2
TRCN0000038779	TRMT1L	41	43	32	44	44	47	13	3	10	7
TRCN0000221560	POT1	12	13	9	9	11	14	10	7	13	22
TRCN0000043931	SCNN1B	16	16	13	18	16	19	54	24	40	29
TRCN0000044004	SLC38A5	19	19	19	21	20	22	22	28	33	7
TRCN0000044760	KCNA10	10	13	9	13	13	15	6	3	5	4
TRCN0000045175	KLHDC9	13	14	9	12	12	14	7	5	18	43
TRCN0000047676	ARF3	15	18	18	19	18	19	8	12	10	12
TRCN0000048589	LOC440368	29	31	23	28	28	28	6	15	5	14
TRCN0000049538	LOC402709	13	12	13	10	10	13	79	22	8	4
TRCN0000050043	PDXP	17	19	16	19	17	18	13	21	27	23
TRCN0000053072	POLR2H	4	4	4	4	3	5	73	9	11	12
TRCN0000053743	NIN	34	34	34	35	32	37	44	35	28	57
TRCN0000055632	F13A1	19	22	35	22	21	26	15	9	10	8
TRCN0000056244	ANXA3	35	35	31	31	32	36	66	60	48	60
TRCN0000056437	PRRG1	16	17	17	16	17	17	6	13	6	10
TRCN0000056707	TLR6	14	16	15	16	16	18	11	9	12	7
TRCN0000056727	CTLA4	4	5	8	5	4	6	1	5	1	2
TRCN0000056926	PDCD1LG2	23	24	28	23	24	24	15	19	31	34
TRCN0000058406	NGF	6	6	11	7	8	8	3	7	6	1
TRCN0000059198	EFNA4	19	20	11	16	18	19	23	107	30	38
TRCN0000060032	HEPH	21	20	29	21	20	23	11	4	8	3
TRCN0000060178	XK	26	29	27	26	26	30	37	44	36	71
TRCN0000061888	TBC1D16	61	66	50	68	64	77	177	226	220	157
TRCN0000062977	FCRL5	28	28	31	24	28	30	149	212	121	29
TRCN0000083860	GAN	48	50	37	52	50	54	46	65	84	110
TRCN0000082561	LOC392164	11	14	19	14	13	13	20	23	14	19
TRCN0000107058	SCHIP1	13	14	11	15	15	17	2	9	17	9
TRCN0000107704	CSRP2BP	8	7	9	8	8	8	3	3	5	7
TRCN0000006542	BTRC	27	30	33	32	29	36	94	20	12	17
TRCN0000008105	AVPR1A	17	18	18	17	17	19	12	30	89	8
TRCN0000011546	GPR115	14	14	11	15	13	15	8	25	4	33
TRCN0000061086	EBAG9	25	24	30	28	26	31	2	1	5	3
TRCN0000035128	LOC339879	14	14	18	15	13	14	1	2	3	4
TRCN0000033724	RNF112	21	18	19	16	17	21	30	14	10	20
TRCN0000029095	HBB	10	9	10	10	11	12	12	19	24	23
TRCN0000004387	UBE2T	9	9	4	9	9	9	2	8	1	6
TRCN0000011185	FBXO15	20	20	22	21	20	20	1	1	1	3
TRCN0000008135	BDKRB2	29	30	25	28	30	26	3	11	7	25
TRCN0000011691	LANCL1	9	6	7	9	7	10	1	1	1	1
TRCN0000014319	RGS6	15	16	21	17	15	16	22	7	53	25
TRCN0000014633	HIC1	14	14	21	15	13	14	51	23	26	22
TRCN0000017385	ZNF768	7	6	9	8	6	7	1	1	1	2
TRCN0000028472	HSDL1	15	15	10	16	14	18	10	8	8	3
TRCN0000034310	FBXO9	25	23	18	23	23	27	3	7	15	8
TRCN0000043692	SLC39A8	13	12	12	12	13	13	4	8	2	6
TRCN0000044198	CNGA3	11	3	26	22	3	16	4	12	22	21
TRCN0000046032	PNPO	8	8	13	9	9	12	5	3	57	1
TRCN0000046154	SQLE	13	11	12	10	12	10	9	31	10	10
TRCN0000049134	PPIAP8	25	28	28	27	25	27	82	47	78	77
TRCN0000051315	XPNPEP2	18	19	20	20	18	22	63	87	69	55
TRCN0000053133	POLM	16	17	22	21	21	21	22	31	23	32
TRCN0000056622	TH	9	7	21	13	8	14	13	4	6	5
TRCN0000062944	TRAT1	28	28	28	27	24	29	112	45	59	141
TRCN0000064785	ALKBH5	25	26	11	23	24	28	4	7	7	13
TRCN0000072729	C11orf24	8	7	12	9	8	9	3	5	2	1
TRCN0000074149	SGOL1	13	14	10	10	12	13	5	1	2	1
TRCN0000083287	LPP	11	11	15	11	12	13	36	30	15	23
TRCN0000107066	NAV3	26	28	36	28	25	28	8	4	8	18
TRCN0000107507	YBX2	11	12	21	13	13	15	1	3	1	3
TRCN0000115882	NT5DC1	9	5	12	9	5	12	1	1	3	1
TRCN0000001461	DAB2IP	8	9	4	8	7	9	2	1	1	2
TRCN0000009413	OR51E2	34	37	39	37	35	32	7	32	26	89
TRCN0000017555	SHOX2	33	34	43	34	34	32	92	137	88	139
TRCN0000020944	ZNF691	18	20	11	19	18	19	35	75	138	42
TRCN0000021849	RAB25	11	11	16	12	12	10	4	2	5	2
TRCN0000029083	CD14	11	12	17	14	15	15	3	40	6	7
TRCN0000029712	CFL1	14	15	13	10	16	16	1	14	2	4
TRCN0000047158	ARHGAP6	60	63	72	64	58	64	85	54	54	40
TRCN0000001728	RIMS1	5	5	4	5	4	5	1	3	2	6
TRCN0000106964	HIST1H2BL	11	11	12	10	10	11	11	6	11	13
TRCN0000107884	PASD1	8	7	11	9	9	10	6	3	1	6
TRCN0000008136	BDKRB2	39	37	30	40	37	41	64	12	14	9
TRCN0000073432	IGDCC4	7	8	10	9	9	10	1	1	2	1
TRCN0000107299	PYHIN1	16	14	13	17	15	16	18	6	17	21
TRCN0000107503	AIM2	11	14	12	13	13	13	6	13	6	9
TRCN0000116494	KRT25	15	15	22	19	16	19	8	30	14	26
TRCN0000001033	PIN1	11	11	10	8	11	13	8	10	13	6
TRCN0000001430	TRAD	23	23	36	23	22	23	60	22	42	38
TRCN0000004977	HIVEP1	14	13	4	5	12	15	8	38	59	15
TRCN0000011171	UBXN10	18	17	14	17	15	18	11	4	1	3
TRCN0000013211	SUPT3H	12	12	9	12	13	13	31	32	20	28
TRCN0000015035	TCF4	18	20	22	22	21	23	18	24	18	17
TRCN0000017649	POLR3K	13	13	10	14	15	18	7	41	18	18
